189.694 -7.68735 8 
188.4 -2.85772 8 
188.4 -2.85772 18 
189.694 -7.68735 18 

189.694 -7.68735 8 
184.865 -6.39322 8 
184.865 -6.39322 18 
189.694 -7.68735 18 

189.694 -7.68735 8 
186.159 -11.2228 8 
186.159 -11.2228 18 
189.694 -7.68735 18 

189.694 -7.68735 8 
190.988 -12.517 8 
190.988 -12.517 18 
189.694 -7.68735 18 

189.694 -7.68735 8 
194.524 -8.98147 8 
194.524 -8.98147 18 
189.694 -7.68735 18 

189.694 -7.68735 8 
193.23 -4.15185 8 
193.23 -4.15185 18 
189.694 -7.68735 18 

189.694 -7.68735 8 
188.4 -2.85772 8 
188.4 -2.85772 18 
189.694 -7.68735 18 

