31.0565 97.7342 5 
30 100 10 
30 100 10 
28.9435 102.266 5 

31.0565 97.7342 5 
30 100 10 
30 100 10 
28.9435 102.266 5 

31.0565 97.7342 5 
36.6446 97.5816 0 
32.4184 106.645 0 
28.9435 102.266 5 

31.0565 97.7342 5 
27.5816 93.3554 0 
23.3554 102.418 0 
28.9435 102.266 5 

31.0565 97.7342 5 
30 100 10 
30 100 10 
28.9435 102.266 5 

