160.607 29.3934 15 
160.607 29.3934 30 
139.393 50.6066 30 
139.393 50.6066 15 

160.607 29.3934 15 
160.607 29.3934 30 
139.393 50.6066 30 
139.393 50.6066 15 

160.607 29.3934 15 
171.213 40 0 
150 61.2132 0 
139.393 50.6066 15 

160.607 29.3934 15 
150 18.7868 0 
128.787 40 0 
139.393 50.6066 15 

160.607 29.3934 15 
160.607 29.3934 30 
139.393 50.6066 30 
139.393 50.6066 15 

